ORF	Counts	Sample
YPL082C	1059	SK5
YPL083C	680	SK5
YPL084W	1406	SK5
YPL085W	1438	SK5
YPL086C	1233	SK5
YPL087W	1577	SK5
YPL088W	347	SK5
YPL089C	1259	SK5
YPL090C	35018	SK5
YPL091W	2316	SK5
YPL092W	1063	SK5
YPL093W	6841	SK5
YPL094C	4875	SK5
YPL095C	726	SK5
YPL096C-A	429	SK5
YPL096W	540	SK5
YPL097W	439	SK5
YPL098C	1121	SK5
YPL099C	454	SK5
YPL100W	430	SK5
YPL101W	1040	SK5
YPL103C	601	SK5
YPL104W	902	SK5
YPL105C	3068	SK5
YPL106C	22939	SK5
YPL107W	539	SK5
YPL108W	313	SK5
YPL109C	369	SK5
YPL110C	554	SK5
YPL111W	2691	SK5
YPL112C	1769	SK5
YPL113C	345	SK5
YPL115C	1514	SK5
YPL116W	920	SK5
YPL117C	3283	SK5
YPL118W	1766	SK5
YPL119C	152	SK5
YPL119C-A	39	SK5
YPL120W	703	SK5
YPL121C	16	SK5
YPL122C	822	SK5
YPL123C	466	SK5
YPL124W	281	SK5
YPL125W	1005	SK5
YPL126W	2205	SK5
YPL127C	3099	SK5
YPL128C	1138	SK5
YPL129W	2582	SK5
YPL130W	8	SK5
YPL131W	78564	SK5
YPL132W	1034	SK5
YPL133C	624	SK5
YPL134C	485	SK5
YPL135W	3922	SK5
YPL137C	1639	SK5
YPL138C	587	SK5
YPL139C	602	SK5
YPL140C	540	SK5
YPL141C	1285	SK5
YPL143W	20901	SK5
YPL144W	734	SK5
YPL145C	5956	SK5
YPL146C	2320	SK5
YPL147W	268	SK5
YPL148C	319	SK5
YPL149W	967	SK5
YPL150W	817	SK5
YPL151C	667	SK5
YPL152W	620	SK5
YPL152W-A	12	SK5
YPL153C	369	SK5
YPL154C	9778	SK5
YPL155C	584	SK5
YPL156C	1187	SK5
YPL157W	610	SK5
YPL158C	2181	SK5
YPL159C	1025	SK5
YPL160W	7146	SK5
YPL161C	767	SK5
YPL162C	654	SK5
YPL163C	5608	SK5
YPL164C	511	SK5
YPL165C	397	SK5
YPL166W	107	SK5
YPL167C	512	SK5
YPL168W	666	SK5
YPL169C	1995	SK5
YPL170W	797	SK5
YPL171C	98	SK5
YPL172C	662	SK5
YPL173W	856	SK5
YPL174C	522	SK5
YPL175W	696	SK5
YPL176C	968	SK5
YPL177C	3226	SK5
YPL178W	2781	SK5
YPL179W	2341	SK5
YPL180W	1000	SK5
YPL181W	1221	SK5
YPL183C	1164	SK5
YPL183W-A	1134	SK5
YPL184C	1938	SK5
YPL186C	281	SK5
YPL187W	35694	SK5
YPL188W	889	SK5
YPL189C-A	423	SK5
YPL189W	87	SK5
YPL190C	1551	SK5
YPL191C	537	SK5
YPL192C	208	SK5
YPL193W	664	SK5
YPL194W	358	SK5
YPL195W	1742	SK5
YPL196W	575	SK5
YPL198W	7425	SK5
YPL199C	2431	SK5
YPL200W	18	SK5
YPL201C	32	SK5
YPL202C	1529	SK5
YPL203W	1325	SK5
YPL204W	3206	SK5
YPL206C	1849	SK5
YPL207W	2038	SK5
YPL208W	972	SK5
YPL209C	239	SK5
YPL210C	2471	SK5
YPL211W	2083	SK5
YPL212C	2816	SK5
YPL213W	705	SK5
YPL214C	1079	SK5
YPL215W	1343	SK5
YPL216W	811	SK5
YPL217C	1759	SK5
YPL218W	7674	SK5
YPL219W	365	SK5
YPL220W	23071	SK5
YPL221W	2241	SK5
YPL222W	504	SK5
YPL223C	231	SK5
YPL224C	759	SK5
YPL225W	4879	SK5
YPL226W	6368	SK5
YPL227C	1845	SK5
YPL228W	1023	SK5
YPL229W	520	SK5
YPL230W	651	SK5
YPL231W	9440	SK5
YPL232W	2340	SK5
YPL233W	296	SK5
YPL234C	4781	SK5
YPL235W	2472	SK5
YPL236C	502	SK5
YPL237W	13031	SK5
YPL239W	2614	SK5
YPL240C	12252	SK5
YPL241C	696	SK5
YPL242C	1755	SK5
YPL243W	4250	SK5
YPL244C	1021	SK5
YPL245W	949	SK5
YPL246C	3068	SK5
YPL247C	751	SK5
YPL248C	399	SK5
YPL249C	859	SK5
YPL249C-A	42294	SK5
YPL250C	673	SK5
YPL252C	2055	SK5
YPL253C	738	SK5
YPL254W	871	SK5
YPL255W	657	SK5
YPL256C	3533	SK5
YPL257W	165	SK5
YPL257W-A	0	SK5
YPL257W-B	4	SK5
YPL258C	351	SK5
YPL259C	1550	SK5
YPL260W	2373	SK5
YPL261C	2	SK5
YPL262W	3604	SK5
YPL263C	2306	SK5
YPL264C	130	SK5
YPL265W	3547	SK5
YPL266W	2184	SK5
YPL267W	692	SK5
YPL268W	485	SK5
YPL269W	591	SK5
YPL270W	992	SK5
YPL271W	4020	SK5
YPL272C	374	SK5
YPL273W	5368	SK5
YPL274W	1546	SK5
YPL277C	113	SK5
YPL278C	36	SK5
YPL279C	281	SK5
YPL280W	13	SK5
YPL281C	0	SK5
YPL282C	0	SK5
YPL283C	2	SK5
YPR001W	127	SK5
YPR002W	145	SK5
YPR003C	406	SK5
YPR004C	2069	SK5
YPR005C	317	SK5
YPR006C	588	SK5
YPR007C	80	SK5
YPR008W	1490	SK5
YPR009W	964	SK5
YPR010C	4627	SK5
YPR010C-A	588	SK5
YPR011C	589	SK5
YPR013C	447	SK5
YPR014C	139	SK5
YPR015C	223	SK5
YPR016C	5315	SK5
YPR017C	563	SK5
YPR018W	1083	SK5
YPR019W	1267	SK5
YPR020W	667	SK5
YPR021C	940	SK5
YPR022C	993	SK5
YPR023C	1512	SK5
YPR024W	2549	SK5
YPR025C	971	SK5
YPR026W	559	SK5
YPR027C	504	SK5
YPR028W	11349	SK5
YPR029C	2522	SK5
YPR030W	318	SK5
YPR031W	519	SK5
YPR032W	420	SK5
YPR033C	7062	SK5
YPR034W	1982	SK5
YPR035W	15229	SK5
YPR036W	13028	SK5
YPR036W-A	7107	SK5
YPR037C	459	SK5
YPR038W	2	SK5
YPR040W	1109	SK5
YPR041W	6577	SK5
YPR042C	767	SK5
YPR043W	42344	SK5
YPR045C	896	SK5
YPR046W	375	SK5
YPR047W	525	SK5
YPR048W	830	SK5
YPR049C	460	SK5
YPR051W	1104	SK5
YPR052C	511	SK5
YPR053C	40	SK5
YPR054W	404	SK5
YPR055W	750	SK5
YPR056W	961	SK5
YPR057W	1013	SK5
YPR058W	1294	SK5
YPR060C	2054	SK5
YPR061C	166	SK5
YPR062W	2462	SK5
YPR063C	4746	SK5
YPR064W	41	SK5
YPR065W	2430	SK5
YPR066W	315	SK5
YPR067W	994	SK5
YPR068C	317	SK5
YPR069C	5994	SK5
YPR070W	1123	SK5
YPR071W	417	SK5
YPR072W	3202	SK5
YPR073C	1623	SK5
YPR074C	19053	SK5
YPR075C	3070	SK5
YPR078C	64	SK5
YPR079W	704	SK5
YPR080W	77681	SK5
YPR081C	471	SK5
YPR082C	839	SK5
YPR083W	453	SK5
YPR084W	955	SK5
YPR085C	674	SK5
YPR086W	1888	SK5
YPR088C	2325	SK5
YPR089W	1183	SK5
YPR091C	1951	SK5
YPR093C	296	SK5
YPR094W	386	SK5
YPR095C	652	SK5
YPR096C	6	SK5
YPR097W	1248	SK5
YPR098C	1138	SK5
YPR099C	0	SK5
YPR100W	14	SK5
YPR101W	759	SK5
YPR102C	26622	SK5
YPR103W	5119	SK5
YPR104C	877	SK5
YPR105C	1564	SK5
YPR106W	862	SK5
YPR107C	370	SK5
YPR108W	3976	SK5
YPR108W-A	8	SK5
YPR109W	954	SK5
YPR110C	6644	SK5
YPR111W	621	SK5
YPR112C	1410	SK5
YPR113W	5544	SK5
YPR114W	3430	SK5
YPR115W	1108	SK5
YPR116W	32	SK5
YPR117W	955	SK5
YPR118W	2922	SK5
YPR119W	1219	SK5
YPR120C	1073	SK5
YPR121W	436	SK5
YPR122W	1451	SK5
YPR124W	12454	SK5
YPR125W	2025	SK5
YPR127W	1241	SK5
YPR128C	968	SK5
YPR129W	2571	SK5
YPR131C	1081	SK5
YPR132W	31304	SK5
YPR133C	2414	SK5
YPR133W-A	3714	SK5
YPR134W	676	SK5
YPR135W	881	SK5
YPR137C-A	0	SK5
YPR137C-B	5	SK5
YPR137W	1537	SK5
YPR138C	2270	SK5
YPR139C	1038	SK5
YPR140W	676	SK5
YPR141C	826	SK5
YPR143W	2157	SK5
YPR144C	2434	SK5
YPR145C-A	139	SK5
YPR145W	10223	SK5
YPR147C	1015	SK5
YPR148C	3248	SK5
YPR149W	19309	SK5
YPR151C	39	SK5
YPR152C	251	SK5
YPR153W	125	SK5
YPR154W	1815	SK5
YPR155C	547	SK5
YPR156C	2035	SK5
YPR157W	285	SK5
YPR158C-C	0	SK5
YPR158C-D	1260	SK5
YPR158W	713	SK5
YPR158W-A	0	SK5
YPR158W-B	94	SK5
YPR159C-A	4	SK5
YPR159W	3346	SK5
YPR160W	1251	SK5
YPR161C	1263	SK5
YPR162C	736	SK5
YPR163C	6616	SK5
YPR164W	789	SK5
YPR165W	9556	SK5
YPR166C	897	SK5
YPR167C	366	SK5
YPR168W	215	SK5
YPR169W	2566	SK5
YPR170W-B	5407	SK5
YPR171W	1120	SK5
YPR172W	1232	SK5
YPR173C	3002	SK5
YPR174C	297	SK5
YPR175W	453	SK5
YPR176C	805	SK5
YPR178W	611	SK5
YPR179C	650	SK5
YPR180W	1050	SK5
YPR181C	8783	SK5
YPR182W	1065	SK5
YPR183W	5861	SK5
YPR184W	561	SK5
YPR185W	1001	SK5
YPR186C	537	SK5
YPR187W	5195	SK5
YPR188C	935	SK5
YPR189W	1045	SK5
YPR190C	1461	SK5
YPR191W	2367	SK5
YPR192W	136	SK5
YPR193C	35	SK5
YPR194C	292	SK5
YPR195C	99	SK5
YPR196W	352	SK5
YPR198W	843	SK5
YPR199C	769	SK5
YPR200C	90	SK5
YPR201W	88	SK5
YPR202W	9	SK5
YPR203W	1	SK5
YPR204W	105	SK5
__no_feature	384145	SK5
__ambiguous	164131	SK5
__too_low_aQual	0	SK5
__not_aligned	0	SK5
__alignment_not_unique	824381	SK5
Q0045	0	SK7
Q0050	2	SK7
Q0055	3	SK7
Q0060	0	SK7
Q0065	0	SK7
Q0070	0	SK7
Q0075	0	SK7
Q0080	0	SK7
Q0085	0	SK7
Q0105	4	SK7
Q0110	0	SK7
Q0115	0	SK7
Q0120	2	SK7
Q0130	2	SK7
Q0140	0	SK7
Q0160	0	SK7
Q0250	2	SK7
Q0255	0	SK7
Q0275	4	SK7
YAL001C	1045	SK7
YAL002W	1200	SK7
YAL003W	50562	SK7
YAL005C	278378	SK7
YAL007C	2964	SK7
YAL008W	2367	SK7
YAL009W	937	SK7
YAL010C	913	SK7
YAL011W	635	SK7
YAL012W	19524	SK7
YAL013W	2119	SK7
YAL014C	2619	SK7
YAL015C	836	SK7
YAL016W	5515	SK7
YAL017W	3757	SK7
YAL018C	30	SK7
YAL019W	925	SK7
YAL020C	840	SK7
YAL021C	1855	SK7
YAL022C	1723	SK7
YAL023C	4943	SK7
YAL024C	858	SK7
YAL025C	522	SK7
YAL026C	1643	SK7
YAL027W	670	SK7
YAL028W	1919	SK7
YAL029C	1584	SK7
YAL030W	2234	SK7
YAL031C	1217	SK7
YAL032C	789	SK7
YAL033W	367	SK7
YAL034C	2236	SK7
YAL034W-A	262	SK7
YAL035W	5000	SK7
YAL036C	708	SK7
YAL037C-A	11	SK7
YAL037W	360	SK7
YAL038W	194828	SK7
YAL039C	1953	SK7
YAL040C	2810	SK7
YAL041W	2185	SK7
YAL042W	3684	SK7
YAL043C	2198	SK7
YAL044C	5807	SK7
YAL044W-A	1265	SK7
YAL046C	1068	SK7
YAL047C	652	SK7
YAL048C	373	SK7
YAL049C	2618	SK7
YAL051W	1674	SK7
YAL053W	3620	SK7
YAL054C	1259	SK7
YAL055W	627	SK7
YAL056W	1044	SK7
YAL058W	1318	SK7
YAL059W	285	SK7
YAL060W	11538	SK7
YAL061W	5137	SK7
YAL062W	2152	SK7
YAL063C	610	SK7
YAL063C-A	36	SK7
YAL064C-A	121	SK7
YAL064W	12	SK7
YAL064W-B	43	SK7
YAL065C	43	SK7
YAL067C	185	SK7
YAL067W-A	0	SK7
YAL068C	2	SK7
YAR002C-A	3527	SK7
YAR002W	2217	SK7
YAR003W	811	SK7
YAR007C	2134	SK7
YAR008W	232	SK7
YAR009C	1131	SK7
YAR010C	6	SK7
YAR014C	1184	SK7
YAR015W	1919	SK7
YAR018C	586	SK7
YAR019C	847	SK7
YAR020C	221	SK7
YAR023C	317	SK7
YAR027W	3058	SK7
YAR028W	1098	SK7
YAR029W	426	SK7
YAR031W	705	SK7
YAR033W	717	SK7
YAR035C-A	1	SK7
YAR035W	1283	SK7
YAR042W	1988	SK7
YAR050W	437	SK7
YAR064W	30	SK7
YAR066W	17	SK7
YAR068W	26	SK7
YAR071W	132	SK7
YBL001C	4103	SK7
YBL002W	7300	SK7
YBL003C	6659	SK7
YBL004W	498	SK7
YBL005W	3031	SK7
YBL005W-A	0	SK7
YBL005W-B	3165	SK7
YBL006C	2543	SK7
YBL007C	4557	SK7
YBL008W	660	SK7
YBL008W-A	3	SK7
YBL009W	470	SK7
YBL010C	427	SK7
YBL011W	2069	SK7
YBL013W	116	SK7
YBL014C	552	SK7
YBL015W	1866	SK7
YBL016W	827	SK7
YBL017C	2507	SK7
YBL018C	271	SK7
YBL019W	594	SK7
YBL020W	1161	SK7
YBL021C	527	SK7
YBL022C	5724	SK7
YBL023C	841	SK7
YBL024W	1483	SK7
YBL025W	430	SK7
YBL026W	927	SK7
YBL027W	9126	SK7
YBL028C	324	SK7
YBL029C-A	1079	SK7
YBL029W	639	SK7
YBL030C	13985	SK7
YBL031W	621	SK7
YBL032W	3880	SK7
YBL033C	1919	SK7
YBL034C	727	SK7
YBL035C	451	SK7
YBL036C	1604	SK7
YBL037W	917	SK7
YBL038W	1112	SK7
YBL039C	261	SK7
YBL039W-B	323	SK7
YBL040C	2507	SK7
YBL041W	9297	SK7
YBL042C	538	SK7
YBL043W	267	SK7
YBL044W	17	SK7
YBL045C	6274	SK7
YBL046W	777	SK7
YBL047C	6644	SK7
YBL048W	143	SK7
YBL049W	793	SK7
YBL050W	3990	SK7
YBL051C	3251	SK7
YBL052C	750	SK7
YBL054W	395	SK7
YBL055C	1014	SK7
YBL056W	7121	SK7
YBL057C	1385	SK7
YBL058W	5845	SK7
YBL059C-A	1177	SK7
YBL059W	504	SK7
YBL060W	701	SK7
YBL061C	1419	SK7
YBL063W	768	SK7
YBL064C	9931	SK7
YBL066C	762	SK7
YBL067C	1569	SK7
YBL068W	1191	SK7
YBL069W	1156	SK7
YBL071C	91	SK7
YBL071C-B	3	SK7
YBL071W-A	189	SK7
YBL072C	5682	SK7
YBL074C	193	SK7
YBL075C	18953	SK7
YBL076C	3050	SK7
YBL078C	2251	SK7
YBL079W	1130	SK7
YBL080C	528	SK7
YBL081W	887	SK7
YBL082C	463	SK7
YBL084C	1292	SK7
YBL085W	1631	SK7
YBL086C	1512	SK7
YBL087C	3687	SK7
YBL088C	1150	SK7
YBL089W	847	SK7
YBL090W	1210	SK7
YBL091C	3769	SK7
YBL091C-A	2061	SK7
YBL092W	7767	SK7
YBL093C	1905	SK7
YBL095W	673	SK7
YBL097W	182	SK7
YBL098W	1001	SK7
YBL099W	19565	SK7
YBL100W-A	0	SK7
YBL100W-B	593	SK7
YBL100W-C	43	SK7
YBL101C	2903	SK7
YBL102W	2517	SK7
YBL103C	935	SK7
YBL104C	813	SK7
YBL105C	1538	SK7
YBL106C	718	SK7
YBL107C	1579	SK7
YBL108C-A	19	SK7
YBL111C	8	SK7
YBL112C	0	SK7
YBL113C	574	SK7
YBR001C	3017	SK7
YBR002C	830	SK7
YBR003W	2035	SK7
YBR004C	682	SK7
YBR005W	1117	SK7
YBR006W	2406	SK7
YBR007C	1408	SK7
YBR008C	686	SK7
YBR009C	8330	SK7
YBR010W	10107	SK7
YBR011C	27252	SK7
YBR012W-A	0	SK7
YBR012W-B	273	SK7
YBR013C	886	SK7
YBR014C	2621	SK7
YBR015C	2676	SK7
YBR016W	2795	SK7
YBR017C	2349	SK7
YBR018C	609	SK7
YBR019C	621	SK7
YBR020W	335	SK7
YBR021W	445	SK7
YBR022W	1243	SK7
YBR023C	1861	SK7
YBR024W	1100	SK7
YBR025C	21919	SK7
YBR026C	4481	SK7
YBR027C	1	SK7
YBR028C	789	SK7
YBR029C	2396	SK7
YBR030W	788	SK7
YBR031W	10796	SK7
YBR032W	70	SK7
YBR033W	617	SK7
YBR034C	2102	SK7
YBR035C	4453	SK7
YBR036C	4196	SK7
YBR037C	1065	SK7
YBR038W	1314	SK7
YBR039W	7068	SK7
YBR040W	22	SK7
YBR041W	2883	SK7
YBR042C	1251	SK7
YBR043C	976	SK7
YBR044C	1053	SK7
YBR045C	662	SK7
YBR046C	2106	SK7
YBR047W	784	SK7
YBR048W	6215	SK7
YBR049C	2552	SK7
YBR050C	174	SK7
YBR052C	8961	SK7
YBR053C	5117	SK7
YBR054W	46829	SK7
YBR055C	1101	SK7
YBR056W	3846	SK7
YBR056W-A	350	SK7
YBR057C	1025	SK7
YBR058C	1822	SK7
YBR058C-A	1881	SK7
YBR059C	4163	SK7
YBR060C	1172	SK7
YBR061C	630	SK7
YBR062C	2351	SK7
YBR063C	1253	SK7
YBR065C	614	SK7
YBR066C	1261	SK7
YBR067C	68570	SK7
YBR068C	6635	SK7
YBR069C	3292	SK7
YBR070C	853	SK7
YBR071W	2162	SK7
YBR072C-A	9	SK7
YBR072W	494913	SK7
YBR073W	888	SK7
YBR074W	1169	SK7
YBR076W	560	SK7
YBR077C	1444	SK7
YBR078W	22016	SK7
YBR079C	3924	SK7
YBR080C	2886	SK7
YBR081C	1288	SK7
YBR082C	33792	SK7
YBR083W	2132	SK7
YBR084C-A	8038	SK7
YBR084W	531	SK7
YBR085C-A	23136	SK7
YBR085W	376	SK7
YBR086C	6592	SK7
YBR087W	1102	SK7
YBR088C	1263	SK7
YBR089C-A	1073	SK7
YBR090C	54	SK7
YBR091C	571	SK7
YBR092C	3822	SK7
YBR093C	816	SK7
YBR094W	871	SK7
YBR095C	896	SK7
YBR096W	3369	SK7
YBR097W	800	SK7
YBR098W	926	SK7
YBR101C	12896	SK7
YBR102C	1180	SK7
YBR103W	919	SK7
YBR104W	194	SK7
YBR105C	3325	SK7
YBR106W	9901	SK7
YBR107C	836	SK7
YBR108W	1946	SK7
YBR109C	9950	SK7
YBR110W	2376	SK7
YBR111C	6927	SK7
YBR111W-A	1145	SK7
YBR112C	4139	SK7
YBR114W	1994	SK7
YBR115C	0	SK7
YBR117C	3015	SK7
YBR118W	78553	SK7
YBR119W	910	SK7
YBR120C	828	SK7
YBR121C	4925	SK7
YBR122C	2403	SK7
YBR123C	746	SK7
YBR125C	1120	SK7
YBR126C	31253	SK7
YBR126W-A	6266	SK7
YBR127C	14479	SK7
YBR128C	649	SK7
YBR129C	791	SK7
YBR130C	1995	SK7
YBR131W	435	SK7
YBR132C	1498	SK7
YBR133C	1959	SK7
YBR135W	1239	SK7
YBR136W	780	SK7
YBR137W	3351	SK7
YBR138C	600	SK7
YBR139W	8909	SK7
YBR140C	2505	SK7
YBR141C	617	SK7
YBR142W	498	SK7
YBR143C	4578	SK7
YBR144C	10	SK7
YBR145W	736	SK7
YBR146W	3195	SK7
YBR147W	470	SK7
YBR148W	209	SK7
YBR149W	13215	SK7
YBR150C	936	SK7
YBR151W	3998	SK7
YBR152W	220	SK7
YBR153W	616	SK7
YBR154C	1916	SK7
YBR155W	1013	SK7
YBR156C	754	SK7
YBR157C	1336	SK7
YBR158W	6113	SK7
YBR159W	3201	SK7
YBR160W	2326	SK7
YBR161W	999	SK7
YBR162C	4633	SK7
YBR162W-A	1448	SK7
YBR163W	754	SK7
YBR164C	1872	SK7
YBR165W	1029	SK7
YBR166C	1028	SK7
YBR167C	496	SK7
YBR168W	740	SK7
YBR169C	22123	SK7
YBR170C	2693	SK7
YBR171W	1902	SK7
YBR172C	1783	SK7
YBR173C	5014	SK7
YBR175W	756	SK7
YBR176W	857	SK7
YBR177C	6620	SK7
YBR179C	1337	SK7
YBR180W	201	SK7
YBR181C	5727	SK7
YBR182C	438	SK7
YBR182C-A	46	SK7
YBR183W	1909	SK7
YBR184W	182	SK7
YBR185C	1190	SK7
YBR186W	278	SK7
YBR187W	1865	SK7
YBR188C	606	SK7
YBR189W	7707	SK7
YBR191W	5114	SK7
YBR192W	621	SK7
YBR193C	1165	SK7
YBR194W	573	SK7
YBR195C	900	SK7
YBR196C	39894	SK7
YBR196C-A	43	SK7
YBR196C-B	216	SK7
YBR197C	759	SK7
YBR198C	2002	SK7
YBR199W	5285	SK7
YBR200W	1187	SK7
YBR200W-A	21	SK7
YBR201C-A	203	SK7
YBR201W	1171	SK7
YBR202W	1014	SK7
YBR203W	477	SK7
YBR204C	1634	SK7
YBR205W	1977	SK7
YBR207W	2867	SK7
YBR208C	817	SK7
YBR209W	350	SK7
YBR210W	773	SK7
YBR211C	624	SK7
YBR212W	2447	SK7
YBR213W	265	SK7
YBR214W	9097	SK7
YBR215W	1460	SK7
YBR216C	1243	SK7
YBR217W	705	SK7
YBR218C	4076	SK7
YBR219C	1	SK7
YBR220C	465	SK7
YBR221C	8170	SK7
YBR221W-A	6	SK7
YBR222C	3366	SK7
YBR223C	803	SK7
YBR225W	905	SK7
YBR227C	957	SK7
YBR228W	538	SK7
YBR229C	2594	SK7
YBR230C	6591	SK7
YBR230W-A	949	SK7
YBR231C	903	SK7
YBR233W	888	SK7
YBR233W-A	270	SK7
YBR234C	5231	SK7
YBR235W	932	SK7
YBR236C	1998	SK7
YBR237W	1107	SK7
YBR238C	424	SK7
YBR239C	699	SK7
YBR240C	314	SK7
YBR241C	3359	SK7
YBR242W	477	SK7
YBR243C	1334	SK7
YBR244W	711	SK7
YBR245C	1534	SK7
YBR246W	2005	SK7
YBR247C	703	SK7
YBR248C	1351	SK7
YBR249C	1235	SK7
YBR250W	528	SK7
YBR251W	1007	SK7
YBR252W	1403	SK7
YBR253W	1337	SK7
YBR254C	468	SK7
YBR255C-A	554	SK7
YBR255W	558	SK7
YBR256C	2127	SK7
YBR257W	502	SK7
YBR258C	168	SK7
YBR259W	640	SK7
YBR260C	2035	SK7
YBR261C	2142	SK7
YBR262C	889	SK7
YBR263W	2365	SK7
YBR264C	712	SK7
YBR265W	1038	SK7
YBR266C	0	SK7
YBR267W	312	SK7
YBR268W	1230	SK7
YBR269C	4158	SK7
YBR270C	411	SK7
YBR271W	283	SK7
YBR272C	1667	SK7
YBR273C	2474	SK7
YBR274W	740	SK7
YBR275C	577	SK7
YBR276C	1108	SK7
YBR278W	1110	SK7
YBR279W	2518	SK7
YBR280C	1397	SK7
YBR281C	888	SK7
YBR282W	1074	SK7
YBR283C	6004	SK7
YBR284W	409	SK7
YBR285W	1198	SK7
YBR286W	28816	SK7
YBR287W	3977	SK7
YBR288C	1338	SK7
YBR289W	1039	SK7
YBR290W	1638	SK7
YBR291C	437	SK7
YBR292C	123	SK7
YBR293W	818	SK7
YBR294W	623	SK7
YBR295W	742	SK7
YBR296C	163	SK7
YBR296C-A	7	SK7
YBR297W	158	SK7
YBR298C	420	SK7
YBR298C-A	1	SK7
YBR299W	140	SK7
YBR301W	137	SK7
YBR302C	172	SK7
YCL001W	2221	SK7
YCL001W-A	127	SK7
YCL001W-B	179	SK7
YCL002C	655	SK7
YCL004W	919	SK7
YCL005W	783	SK7
YCL005W-A	2153	SK7
YCL008C	2485	SK7
YCL009C	8701	SK7
YCL010C	642	SK7
YCL011C	2488	SK7
YCL012C	977	SK7
YCL014W	785	SK7
YCL016C	608	SK7
YCL017C	2279	SK7
YCL018W	0	SK7
YCL019W	1	SK7
YCL020W	0	SK7
YCL021W-A	371	SK7
YCL024W	432	SK7
YCL025C	1442	SK7
YCL026C-A	74	SK7
YCL026C-B	1417	SK7
YCL027W	363	SK7
YCL028W	3227	SK7
YCL029C	906	SK7
YCL030C	1597	SK7
YCL031C	1653	SK7
YCL032W	1132	SK7
YCL033C	2163	SK7
YCL034W	2583	SK7
YCL035C	18217	SK7
YCL036W	118	SK7
YCL037C	208	SK7
YCL038C	1310	SK7
YCL039W	2398	SK7
YCL040W	64022	SK7
YCL042W	64	SK7
YCL043C	63392	SK7
YCL044C	2857	SK7
YCL045C	4452	SK7
YCL047C	1243	SK7
YCL048W	58	SK7
YCL048W-A	2008	SK7
YCL049C	1360	SK7
YCL050C	25492	SK7
YCL051W	1554	SK7
YCL052C	2664	SK7
YCL054W	419	SK7
YCL054W-A	4	SK7
YCL055W	1049	SK7
YCL056C	543	SK7
YCL057C-A	3075	SK7
YCL057W	5072	SK7
YCL058C	0	SK7
YCL058W-A	0	SK7
YCL059C	388	SK7
YCL061C	651	SK7
YCL063W	805	SK7
YCL064C	28357	SK7
YCL066W	0	SK7
YCL067C	0	SK7
YCL068C	0	SK7
YCL069W	4	SK7
YCL073C	2	SK7
YCR001W	178	SK7
YCR002C	2715	SK7
YCR003W	859	SK7
YCR004C	6602	SK7
YCR005C	11509	SK7
YCR006C	105	SK7
YCR007C	580	SK7
YCR008W	3268	SK7
YCR009C	6159	SK7
YCR010C	169	SK7
YCR011C	4071	SK7
YCR012W	487714	SK7
YCR014C	416	SK7
YCR015C	413	SK7
YCR016W	591	SK7
YCR017C	1779	SK7
YCR018C	1747	SK7
YCR019W	674	SK7
YCR020C	371	SK7
YCR020C-A	253	SK7
YCR020W-B	428	SK7
YCR021C	34645	SK7
YCR022C	13	SK7
YCR023C	1573	SK7
YCR024C	867	SK7
YCR024C-A	4241	SK7
YCR024C-B	8170	SK7
YCR025C	132	SK7
YCR026C	948	SK7
YCR027C	586	SK7
YCR028C	721	SK7
YCR028C-A	2514	SK7
YCR030C	4535	SK7
YCR031C	15632	SK7
YCR032W	1064	SK7
YCR033W	2129	SK7
YCR034W	1668	SK7
YCR035C	1674	SK7
YCR036W	3170	SK7
YCR037C	1141	SK7
YCR038C	613	SK7
YCR039C	1	SK7
YCR040W	0	SK7
YCR041W	0	SK7
YCR042C	1063	SK7
YCR043C	879	SK7
YCR044C	1376	SK7
YCR045C	643	SK7
YCR046C	3588	SK7
YCR047C	340	SK7
YCR048W	2642	SK7
YCR050C	4	SK7
YCR051W	1144	SK7
YCR052W	2094	SK7
YCR053W	7989	SK7
YCR054C	451	SK7
YCR057C	295	SK7
YCR059C	1630	SK7
YCR060W	800	SK7
YCR061W	3829	SK7
YCR063W	246	SK7
YCR065W	1063	SK7
YCR066W	562	SK7
YCR067C	3303	SK7
YCR068W	979	SK7
YCR069W	4919	SK7
YCR071C	1068	SK7
YCR072C	232	SK7
YCR073C	717	SK7
YCR073W-A	3536	SK7
YCR075C	831	SK7
YCR075W-A	681	SK7
YCR076C	1165	SK7
YCR077C	2529	SK7
YCR079W	886	SK7
YCR081W	624	SK7
YCR082W	4666	SK7
YCR083W	2614	SK7
YCR084C	6449	SK7
YCR085W	8	SK7
YCR086W	694	SK7
YCR087C-A	242	SK7
YCR088W	8424	SK7
YCR089W	650	SK7
YCR090C	997	SK7
YCR091W	1132	SK7
YCR092C	984	SK7
YCR093W	2612	SK7
YCR094W	1214	SK7
YCR095C	859	SK7
YCR095W-A	103	SK7
YCR096C	1	SK7
YCR097W	0	SK7
YCR098C	187	SK7
YCR099C	136	SK7
YCR100C	164	SK7
YCR101C	80	SK7
YCR102C	118	SK7
YCR104W	86	SK7
YCR105W	468	SK7
YCR106W	174	SK7
YCR107W	230	SK7
YCR108C	0	SK7
YDL001W	519	SK7
YDL002C	1462	SK7
YDL003W	521	SK7
YDL004W	5778	SK7
YDL005C	2231	SK7
YDL006W	929	SK7
YDL007C-A	3	SK7
YDL007W	6243	SK7
YDL008W	739	SK7
YDL009C	99	SK7
