ORF	Counts	Sample
KLMA_10625	335	SK11
KLMA_10626	396	SK11
KLMA_10627	673	SK11
KLMA_10628	3360	SK11
KLMA_10629	3454	SK11
KLMA_10630	1287	SK11
KLMA_10631	1713	SK11
KLMA_10632	0	SK11
KLMA_10633	424	SK11
KLMA_10634	293	SK11
KLMA_10635	209	SK11
KLMA_10636	1178	SK11
KLMA_10637	3564	SK11
KLMA_10638	998	SK11
KLMA_10639	771	SK11
KLMA_10640	431	SK11
KLMA_10641	1420	SK11
KLMA_10642	816	SK11
KLMA_10643	2887	SK11
KLMA_10645	546	SK11
KLMA_10646	398	SK11
KLMA_10647	469	SK11
KLMA_10648	11160	SK11
KLMA_10649	1188	SK11
KLMA_10650	85	SK11
KLMA_10651	260	SK11
KLMA_10652	10379	SK11
KLMA_10653	1141	SK11
KLMA_10654	56	SK11
KLMA_10655	337	SK11
KLMA_10656	820	SK11
KLMA_10657	224	SK11
KLMA_10658	312	SK11
KLMA_10659	4740	SK11
KLMA_10660	1787	SK11
KLMA_10661	1146	SK11
KLMA_10662	339	SK11
KLMA_10663	7827	SK11
KLMA_10664	551	SK11
KLMA_10666	55	SK11
KLMA_10667	159	SK11
KLMA_10668	182	SK11
KLMA_10669	476	SK11
KLMA_10670	6159	SK11
KLMA_10671	4397	SK11
KLMA_10672	408	SK11
KLMA_10673	561	SK11
KLMA_10674	555	SK11
KLMA_10675	282	SK11
KLMA_10676	309	SK11
KLMA_10677	498	SK11
KLMA_10678	614	SK11
KLMA_10679	614	SK11
KLMA_10680	1929	SK11
KLMA_10681	2761	SK11
KLMA_10682	8944	SK11
KLMA_10683	3586	SK11
KLMA_10684	694	SK11
KLMA_10685	3073	SK11
KLMA_10686	990	SK11
KLMA_10687	239	SK11
KLMA_10688	2670	SK11
KLMA_10689	707	SK11
KLMA_10690	422	SK11
KLMA_10691	265	SK11
KLMA_10692	245	SK11
KLMA_10693	308	SK11
KLMA_10694	555	SK11
KLMA_10695	10522	SK11
KLMA_10696	309	SK11
KLMA_10697	2876	SK11
KLMA_10698	4695	SK11
KLMA_10699	319	SK11
KLMA_10700	18436	SK11
KLMA_10701	19321	SK11
KLMA_10702	7584	SK11
KLMA_10703	748	SK11
KLMA_10704	197	SK11
KLMA_10705	287	SK11
KLMA_10706	4203	SK11
KLMA_10707	992	SK11
KLMA_10708	12299	SK11
KLMA_10709	905	SK11
KLMA_10710	5428	SK11
KLMA_10711	1242	SK11
KLMA_10712	81755	SK11
KLMA_10713	666	SK11
KLMA_10714	74	SK11
KLMA_10715	406	SK11
KLMA_10716	373	SK11
KLMA_10717	2879	SK11
KLMA_10718	533	SK11
KLMA_10719	377	SK11
KLMA_10720	175	SK11
KLMA_10721	791	SK11
KLMA_10722	627	SK11
KLMA_10723	4726	SK11
KLMA_10724	411	SK11
KLMA_10725	311	SK11
KLMA_10726	613	SK11
KLMA_10727	443	SK11
KLMA_10728	370	SK11
KLMA_10729	1514	SK11
KLMA_10730	495	SK11
KLMA_10731	631	SK11
KLMA_10732	808	SK11
KLMA_10733	677	SK11
KLMA_10734	869	SK11
KLMA_10735	1335	SK11
KLMA_10736	371	SK11
KLMA_10737	681	SK11
KLMA_10738	1006	SK11
KLMA_10739	468	SK11
KLMA_10740	64	SK11
KLMA_10741	25	SK11
KLMA_10742	283	SK11
KLMA_10743	225	SK11
KLMA_10744	1595	SK11
KLMA_10745	236	SK11
KLMA_10746	556	SK11
KLMA_10747	85	SK11
KLMA_10748	549	SK11
KLMA_10749	4381	SK11
KLMA_10750	686	SK11
KLMA_10751	2055	SK11
KLMA_10752	1531	SK11
KLMA_10753	3048	SK11
KLMA_10754	5424	SK11
KLMA_10755	935	SK11
KLMA_10756	805	SK11
KLMA_10757	254	SK11
KLMA_10758	7126	SK11
KLMA_10759	1	SK11
KLMA_10760	19	SK11
KLMA_10761	1462	SK11
KLMA_10762	239	SK11
KLMA_10763	41265	SK11
KLMA_10764	218	SK11
KLMA_10765	4872	SK11
KLMA_10766	319	SK11
KLMA_10767	324	SK11
KLMA_10768	164	SK11
KLMA_10769	16439	SK11
KLMA_10770	19500	SK11
KLMA_10771	461	SK11
KLMA_10772	1862	SK11
KLMA_10773	35	SK11
KLMA_10774	304	SK11
KLMA_10775	56	SK11
KLMA_10776	190	SK11
KLMA_10777	609	SK11
KLMA_10778	672	SK11
KLMA_10779	2595	SK11
KLMA_10780	391	SK11
KLMA_10781	104	SK11
KLMA_10782	612	SK11
KLMA_10783	1231	SK11
KLMA_10784	1021	SK11
KLMA_10786	22876	SK11
KLMA_10787	1194	SK11
KLMA_10788	405	SK11
KLMA_10789	219	SK11
KLMA_10791	725	SK11
KLMA_10793	1068	SK11
KLMA_10794	616	SK11
KLMA_10795	2252	SK11
KLMA_10796	990	SK11
KLMA_10797	670	SK11
KLMA_10798	1252	SK11
KLMA_10799	1034	SK11
KLMA_10800	962	SK11
KLMA_10802	411	SK11
KLMA_10803	153	SK11
KLMA_10804	556	SK11
KLMA_10805	4157	SK11
KLMA_10806	416	SK11
KLMA_10807	1107	SK11
KLMA_10808	310	SK11
KLMA_10809	3216	SK11
KLMA_10810	1537	SK11
KLMA_10811	1217	SK11
KLMA_10812	2839	SK11
KLMA_10813	118133	SK11
KLMA_10814	1606	SK11
KLMA_10815	480	SK11
KLMA_10816	97	SK11
KLMA_10817	149	SK11
KLMA_10818	109	SK11
KLMA_10819	727	SK11
KLMA_10820	998	SK11
KLMA_10821	1329	SK11
KLMA_10822	314	SK11
KLMA_10824	544	SK11
KLMA_10826	2286	SK11
KLMA_10827	737	SK11
KLMA_10828	1879	SK11
KLMA_10829	5500	SK11
KLMA_10830	20625	SK11
KLMA_10831	151	SK11
KLMA_10832	6461	SK11
KLMA_10833	843	SK11
KLMA_10834	295	SK11
KLMA_10835	837	SK11
KLMA_10836	431	SK11
KLMA_10837	0	SK11
KLMA_10838	658	SK11
KLMA_20001	0	SK11
KLMA_20002	904	SK11
KLMA_20003	21	SK11
KLMA_20004	131	SK11
KLMA_20005	88	SK11
KLMA_20006	269	SK11
KLMA_20007	83	SK11
KLMA_20008	188	SK11
KLMA_20009	242	SK11
KLMA_20010	5294	SK11
KLMA_20011	1550	SK11
KLMA_20012	324	SK11
KLMA_20013	891	SK11
KLMA_20014	2235	SK11
KLMA_20015	175	SK11
KLMA_20016	715	SK11
KLMA_20017	281	SK11
KLMA_20018	149	SK11
KLMA_20019	109	SK11
KLMA_20020	510	SK11
KLMA_20021	2347	SK11
KLMA_20022	574	SK11
KLMA_20023	8287	SK11
KLMA_20024	911	SK11
KLMA_20025	687	SK11
KLMA_20026	979	SK11
KLMA_20027	27	SK11
KLMA_20028	546	SK11
KLMA_20029	552	SK11
KLMA_20030	380	SK11
KLMA_20031	677	SK11
KLMA_20032	398	SK11
KLMA_20033	997	SK11
KLMA_20035	1552	SK11
KLMA_20036	793	SK11
KLMA_20037	573	SK11
KLMA_20038	163	SK11
KLMA_20039	48	SK11
KLMA_20040	328	SK11
KLMA_20041	81	SK11
KLMA_20042	5566	SK11
KLMA_20043	425	SK11
KLMA_20044	162	SK11
KLMA_20045	743	SK11
KLMA_20046	648	SK11
KLMA_20047	294	SK11
KLMA_20048	440	SK11
KLMA_20049	287	SK11
KLMA_20050	623	SK11
KLMA_20051	177	SK11
KLMA_20052	662	SK11
KLMA_20053	8647	SK11
KLMA_20054	28870	SK11
KLMA_20055	57	SK11
KLMA_20056	173	SK11
KLMA_20057	257	SK11
KLMA_20058	16	SK11
KLMA_20059	460	SK11
KLMA_20060	349	SK11
KLMA_20061	585	SK11
KLMA_20062	568	SK11
KLMA_20063	604	SK11
KLMA_20064	106	SK11
KLMA_20065	31	SK11
KLMA_20067	145	SK11
KLMA_20068	755	SK11
KLMA_20069	1323	SK11
KLMA_20070	263	SK11
KLMA_20071	585	SK11
KLMA_20072	394	SK11
KLMA_20073	483	SK11
KLMA_20074	17448	SK11
KLMA_20075	3167	SK11
KLMA_20076	96	SK11
KLMA_20077	427	SK11
KLMA_20078	4242	SK11
KLMA_20079	77027	SK11
KLMA_20080	742	SK11
KLMA_20081	809	SK11
KLMA_20082	1278	SK11
KLMA_20083	148	SK11
KLMA_20084	5011	SK11
KLMA_20085	373	SK11
KLMA_20086	1117	SK11
KLMA_20087	553	SK11
KLMA_20088	818	SK11
KLMA_20089	181	SK11
KLMA_20090	312	SK11
KLMA_20091	13829	SK11
KLMA_20092	283	SK11
KLMA_20093	562	SK11
KLMA_20094	907	SK11
KLMA_20095	1989	SK11
KLMA_20096	425	SK11
KLMA_20097	381	SK11
KLMA_20098	325103	SK11
KLMA_20099	82	SK11
KLMA_20100	9817	SK11
KLMA_20101	336	SK11
KLMA_20102	1559	SK11
KLMA_20103	53	SK11
KLMA_20104	40	SK11
KLMA_20105	4099	SK11
KLMA_20106	2215	SK11
KLMA_20107	79	SK11
KLMA_20108	477	SK11
KLMA_20109	1432	SK11
KLMA_20110	816	SK11
KLMA_20111	588	SK11
KLMA_20112	2227	SK11
KLMA_20113	844	SK11
KLMA_20114	1228	SK11
KLMA_20115	256	SK11
KLMA_20116	2126	SK11
KLMA_20117	220	SK11
KLMA_20118	208	SK11
KLMA_20119	121	SK11
KLMA_20120	150	SK11
KLMA_20121	1363	SK11
KLMA_20122	767	SK11
KLMA_20123	959	SK11
KLMA_20124	59	SK11
KLMA_20125	231	SK11
KLMA_20126	140	SK11
KLMA_20128	116	SK11
KLMA_20129	475	SK11
KLMA_20130	425	SK11
KLMA_20131	1109	SK11
KLMA_20132	15866	SK11
KLMA_20133	208	SK11
KLMA_20135	864	SK11
KLMA_20136	84	SK11
KLMA_20137	381	SK11
KLMA_20138	195	SK11
KLMA_20139	92	SK11
KLMA_20140	97	SK11
KLMA_20141	443	SK11
KLMA_20143	618	SK11
KLMA_20144	846	SK11
KLMA_20145	104	SK11
KLMA_20146	112	SK11
KLMA_20147	205	SK11
KLMA_20148	586	SK11
KLMA_20149	804	SK11
KLMA_20150	3234	SK11
KLMA_20151	68	SK11
KLMA_20152	65	SK11
KLMA_20153	101	SK11
KLMA_20154	998	SK11
KLMA_20155	2455	SK11
KLMA_20156	506	SK11
KLMA_20157	434	SK11
KLMA_20158	405	SK11
KLMA_20159	111	SK11
KLMA_20160	23	SK11
KLMA_20161	194	SK11
KLMA_20162	436	SK11
KLMA_20163	330	SK11
KLMA_20164	93	SK11
KLMA_20165	9316	SK11
KLMA_20166	866	SK11
KLMA_20168	13555	SK11
KLMA_20169	7583	SK11
KLMA_20170	717	SK11
KLMA_20171	247	SK11
KLMA_20172	5645	SK11
KLMA_20173	308	SK11
KLMA_20174	30	SK11
KLMA_20175	396	SK11
KLMA_20176	26	SK11
KLMA_20177	354	SK11
KLMA_20178	83	SK11
KLMA_20179	210	SK11
KLMA_20180	572	SK11
KLMA_20181	871	SK11
KLMA_20182	2451	SK11
KLMA_20183	737	SK11
KLMA_20184	104	SK11
KLMA_20185	46	SK11
KLMA_20186	467	SK11
KLMA_20187	458	SK11
KLMA_20188	336	SK11
KLMA_20189	910	SK11
KLMA_20190	444	SK11
KLMA_20191	404	SK11
KLMA_20192	175	SK11
KLMA_20193	26	SK11
KLMA_20194	90	SK11
KLMA_20195	109	SK11
KLMA_20196	1036	SK11
KLMA_20199	100	SK11
KLMA_20200	171	SK11
KLMA_20201	573	SK11
KLMA_20202	318	SK11
KLMA_20203	129	SK11
KLMA_20204	96	SK11
KLMA_20205	54	SK11
KLMA_20206	638	SK11
KLMA_20207	1166	SK11
KLMA_20208	709	SK11
KLMA_20209	129	SK11
KLMA_20210	159	SK11
KLMA_20211	126	SK11
KLMA_20212	313	SK11
KLMA_20213	874	SK11
KLMA_20214	449	SK11
KLMA_20215	264	SK11
KLMA_20216	252	SK11
KLMA_20217	325	SK11
KLMA_20218	591	SK11
KLMA_20219	351	SK11
KLMA_20220	62	SK11
KLMA_20221	100	SK11
KLMA_20222	701	SK11
KLMA_20223	783	SK11
KLMA_20224	62	SK11
KLMA_20225	665	SK11
KLMA_20226	168	SK11
KLMA_20227	684	SK11
KLMA_20228	395	SK11
KLMA_20229	335	SK11
KLMA_20230	942	SK11
KLMA_20231	94	SK11
KLMA_20232	1189	SK11
KLMA_20233	98	SK11
KLMA_20234	262	SK11
KLMA_20235	345	SK11
KLMA_20236	992	SK11
KLMA_20237	738	SK11
KLMA_20238	107	SK11
KLMA_20239	16749	SK11
KLMA_20240	1497	SK11
KLMA_20241	753	SK11
KLMA_20242	3175	SK11
KLMA_20243	404	SK11
KLMA_20244	66	SK11
KLMA_20246	383	SK11
KLMA_20247	1668	SK11
KLMA_20248	99	SK11
KLMA_20249	237	SK11
KLMA_20250	2788	SK11
KLMA_20251	812	SK11
KLMA_20252	255	SK11
KLMA_20253	2033	SK11
KLMA_20254	484	SK11
KLMA_20256	181	SK11
KLMA_20258	70	SK11
KLMA_20259	1971	SK11
KLMA_20260	410	SK11
KLMA_20261	11	SK11
KLMA_20262	806	SK11
KLMA_20263	65	SK11
KLMA_20264	3834	SK11
KLMA_20265	1515	SK11
KLMA_20266	116	SK11
KLMA_20267	1780	SK11
KLMA_20268	11229	SK11
KLMA_20269	1156	SK11
KLMA_20270	417	SK11
KLMA_20271	89	SK11
KLMA_20272	637	SK11
KLMA_20273	273	SK11
KLMA_20274	161	SK11
KLMA_20275	1152	SK11
KLMA_20276	1788	SK11
KLMA_20277	1237	SK11
KLMA_20278	4308	SK11
KLMA_20279	1356	SK11
KLMA_20280	1314	SK11
KLMA_20281	563	SK11
KLMA_20282	95512	SK11
KLMA_20283	396	SK11
KLMA_20284	274	SK11
KLMA_20285	950	SK11
KLMA_20286	1892	SK11
KLMA_20287	533	SK11
KLMA_20288	3451	SK11
KLMA_20289	370	SK11
KLMA_20290	1459	SK11
KLMA_20291	332	SK11
KLMA_20292	303	SK11
KLMA_20293	374	SK11
KLMA_20294	1035	SK11
KLMA_20295	265	SK11
KLMA_20296	64	SK11
KLMA_20297	580	SK11
KLMA_20298	190	SK11
KLMA_20299	8874	SK11
KLMA_20300	1748	SK11
KLMA_20301	582	SK11
KLMA_20302	369	SK11
KLMA_20303	44178	SK11
KLMA_20304	123	SK11
KLMA_20305	3323	SK11
KLMA_20306	915	SK11
KLMA_20307	586	SK11
KLMA_20308	2333	SK11
KLMA_20309	295	SK11
KLMA_20310	350	SK11
KLMA_20311	167	SK11
KLMA_20312	550	SK11
KLMA_20313	148	SK11
KLMA_20314	357	SK11
KLMA_20315	106	SK11
KLMA_20316	81	SK11
KLMA_20317	404	SK11
KLMA_20318	20662	SK11
KLMA_20319	797	SK11
KLMA_20320	1202	SK11
KLMA_20322	574	SK11
KLMA_20323	944	SK11
KLMA_20324	4726	SK11
KLMA_20326	23036	SK11
KLMA_20327	152	SK11
KLMA_20328	58	SK11
KLMA_20329	533	SK11
KLMA_20330	1046	SK11
KLMA_20331	2106	SK11
KLMA_20332	2769	SK11
KLMA_20333	756	SK11
KLMA_20334	71	SK11
KLMA_20335	541	SK11
KLMA_20336	2158	SK11
KLMA_20337	705	SK11
KLMA_20338	129	SK11
KLMA_20339	13471	SK11
KLMA_20340	3729	SK11
KLMA_20341	1085	SK11
KLMA_20342	738	SK11
KLMA_20343	1926	SK11
KLMA_20344	500	SK11
KLMA_20345	140	SK11
KLMA_20346	1463	SK11
KLMA_20347	285	SK11
KLMA_20348	367	SK11
KLMA_20349	954	SK11
KLMA_20350	700	SK11
KLMA_20351	1603	SK11
KLMA_20352	28295	SK11
KLMA_20353	2149	SK11
KLMA_20354	2982	SK11
KLMA_20355	11147	SK11
KLMA_20356	9054	SK11
KLMA_20357	2142	SK11
KLMA_20359	261	SK11
KLMA_20360	495	SK11
KLMA_20361	814	SK11
KLMA_20362	306	SK11
KLMA_20363	291	SK11
KLMA_20364	3411	SK11
KLMA_20365	349	SK11
KLMA_20366	157	SK11
KLMA_20367	2287	SK11
KLMA_20368	2	SK11
KLMA_20369	1570	SK11
KLMA_20370	237	SK11
KLMA_20371	23	SK11
KLMA_20372	327	SK11
KLMA_20373	754	SK11
KLMA_20374	225	SK11
KLMA_20375	9178	SK11
KLMA_20376	3259	SK11
KLMA_20377	480	SK11
KLMA_20379	103	SK11
KLMA_20380	95	SK11
KLMA_20381	18	SK11
KLMA_20382	608	SK11
KLMA_20383	52	SK11
KLMA_20384	8	SK11
KLMA_20385	210	SK11
KLMA_20386	893	SK11
KLMA_20387	358	SK11
KLMA_20388	491	SK11
KLMA_20389	158	SK11
KLMA_20390	576	SK11
KLMA_20391	582	SK11
KLMA_20392	608	SK11
KLMA_20393	1008	SK11
KLMA_20394	1255	SK11
KLMA_20395	277	SK11
KLMA_20396	118	SK11
KLMA_20397	503	SK11
KLMA_20398	115	SK11
KLMA_20399	777	SK11
KLMA_20400	368	SK11
KLMA_20401	1942	SK11
KLMA_20402	48	SK11
KLMA_20403	14852	SK11
KLMA_20404	271	SK11
KLMA_20405	981	SK11
KLMA_20406	453	SK11
KLMA_20407	5078	SK11
KLMA_20408	1532	SK11
KLMA_20409	277	SK11
KLMA_20410	439	SK11
KLMA_20411	236	SK11
KLMA_20412	177	SK11
KLMA_20413	223	SK11
KLMA_20414	1740	SK11
KLMA_20415	542	SK11
KLMA_20416	75	SK11
KLMA_20417	498	SK11
KLMA_20418	1705	SK11
KLMA_20419	1600	SK11
KLMA_20422	400	SK11
KLMA_20423	532	SK11
KLMA_20424	1838	SK11
KLMA_20425	1240	SK11
KLMA_20426	4158	SK11
KLMA_20427	404721	SK11
KLMA_20428	712	SK11
KLMA_20429	1905	SK11
KLMA_20430	181	SK11
KLMA_20431	167	SK11
KLMA_20432	241	SK11
KLMA_20433	564	SK11
KLMA_20434	1234	SK11
KLMA_20435	200	SK11
KLMA_20436	79	SK11
KLMA_20437	196	SK11
KLMA_20439	171	SK11
KLMA_20440	4074	SK11
KLMA_20441	9110	SK11
KLMA_20442	39772	SK11
KLMA_20443	1492	SK11
KLMA_20444	581	SK11
KLMA_20445	394	SK11
KLMA_20446	101	SK11
KLMA_20447	216	SK11
KLMA_20448	850	SK11
KLMA_20449	3673	SK11
KLMA_20450	2999	SK11
KLMA_20451	103	SK11
KLMA_20452	1038	SK11
KLMA_20453	263	SK11
KLMA_20454	356	SK11
KLMA_20455	760	SK11
KLMA_20456	1680	SK11
KLMA_20457	1470	SK11
KLMA_20458	40	SK11
KLMA_20459	47500	SK11
KLMA_20460	55	SK11
KLMA_20461	2340	SK11
KLMA_20462	110	SK11
KLMA_20463	537	SK11
KLMA_20464	820	SK11
KLMA_20465	1319	SK11
KLMA_20466	12196	SK11
KLMA_20467	296	SK11
KLMA_20468	6365	SK11
KLMA_20469	1056	SK11
KLMA_20470	362	SK11
KLMA_20471	802	SK11
KLMA_20472	354	SK11
KLMA_20473	2089	SK11
KLMA_20474	686	SK11
KLMA_20475	462	SK11
KLMA_20476	426	SK11
KLMA_20477	610	SK11
KLMA_20478	1442	SK11
KLMA_20479	71632	SK11
KLMA_20480	1996	SK11
KLMA_20481	961	SK11
KLMA_20482	307	SK11
KLMA_20483	187	SK11
KLMA_20484	497	SK11
KLMA_20485	80	SK11
KLMA_20486	129	SK11
KLMA_20487	871	SK11
KLMA_20488	656	SK11
KLMA_20489	184	SK11
KLMA_20490	228	SK11
KLMA_20491	21324	SK11
KLMA_20492	31238	SK11
KLMA_20493	2984	SK11
KLMA_20494	386	SK11
KLMA_20495	3358	SK11
KLMA_20496	186	SK11
KLMA_20497	468	SK11
KLMA_20498	4142	SK11
KLMA_20499	213	SK11
KLMA_20500	713	SK11
KLMA_20501	373	SK11
KLMA_20502	411	SK11
KLMA_20503	101	SK11
KLMA_20504	403	SK11
KLMA_20505	142	SK11
KLMA_20506	126	SK11
KLMA_20507	538	SK11
KLMA_20508	207	SK11
KLMA_20509	133	SK11
KLMA_20510	940	SK11
KLMA_20511	995	SK11
KLMA_20512	443	SK11
KLMA_20513	4027	SK11
KLMA_20514	4168	SK11
KLMA_20515	2569	SK11
KLMA_20516	5515	SK11
KLMA_20517	4639	SK11
KLMA_20518	593	SK11
KLMA_20519	1017	SK11
KLMA_20520	62	SK11
KLMA_20521	1169	SK11
KLMA_20522	135	SK11
KLMA_20523	360	SK11
KLMA_20524	737	SK11
KLMA_20525	1829	SK11
KLMA_20526	1360	SK11
KLMA_20527	320	SK11
KLMA_20528	2605	SK11
KLMA_20529	178	SK11
KLMA_20530	1705	SK11
KLMA_20531	579	SK11
KLMA_20532	302	SK11
KLMA_20533	22638	SK11
KLMA_20534	16076	SK11
KLMA_20535	371	SK11
KLMA_20536	600	SK11
KLMA_20537	545	SK11
KLMA_20538	454	SK11
KLMA_20539	611	SK11
KLMA_20540	2682	SK11
KLMA_20541	521	SK11
KLMA_20542	4289	SK11
KLMA_20543	510	SK11
KLMA_20544	6924	SK11
KLMA_20545	466	SK11
KLMA_20546	1191	SK11
KLMA_20547	279532	SK11
KLMA_20548	134	SK11
KLMA_20549	3145	SK11
KLMA_20550	2346	SK11
KLMA_20551	1933	SK11
KLMA_20552	505	SK11
KLMA_20553	29594	SK11
KLMA_20554	3490	SK11
KLMA_20555	1826	SK11
KLMA_20556	1629	SK11
KLMA_20557	729	SK11
KLMA_20558	18929	SK11
KLMA_20559	593	SK11
KLMA_20560	353	SK11
KLMA_20561	495	SK11
KLMA_20562	204	SK11
KLMA_20564	249	SK11
KLMA_20565	711	SK11
KLMA_20566	277	SK11
KLMA_20567	437	SK11
KLMA_20568	2344	SK11
KLMA_20571	2137	SK11
KLMA_20572	901	SK11
KLMA_20573	923	SK11
KLMA_20574	1063	SK11
KLMA_20575	3123	SK11
KLMA_20577	549	SK11
KLMA_20578	1350	SK11
KLMA_20579	3136	SK11
KLMA_20580	1062	SK11
KLMA_20581	382	SK11
KLMA_20582	31556	SK11
KLMA_20584	952	SK11
KLMA_20585	422	SK11
KLMA_20586	99	SK11
KLMA_20587	251	SK11
KLMA_20588	80	SK11
KLMA_20590	13574	SK11
KLMA_20591	73	SK11
KLMA_20592	427	SK11
KLMA_20593	1174	SK11
KLMA_20594	2889	SK11
KLMA_20596	300	SK11
KLMA_20597	2368	SK11
KLMA_20598	900	SK11
KLMA_20599	288	SK11
KLMA_20600	2571	SK11
KLMA_20601	742	SK11
KLMA_20602	547	SK11
KLMA_20603	419	SK11
KLMA_20604	2423	SK11
KLMA_20605	522	SK11
KLMA_20606	132	SK11
KLMA_20607	14	SK11
KLMA_20608	382	SK11
KLMA_20609	1270	SK11
KLMA_20610	793	SK11
KLMA_20611	1074	SK11
KLMA_20612	134	SK11
KLMA_20613	945	SK11
KLMA_20614	9217	SK11
KLMA_20615	2834	SK11
KLMA_20616	1069	SK11
KLMA_20617	821	SK11
KLMA_20618	864	SK11
KLMA_20619	1865	SK11
KLMA_20620	580	SK11
KLMA_20621	832	SK11
KLMA_20622	870	SK11
KLMA_20623	327	SK11
KLMA_20624	327	SK11
KLMA_20625	1235	SK11
KLMA_20626	95	SK11
KLMA_20627	130	SK11
KLMA_20628	959	SK11
KLMA_20629	1205	SK11
KLMA_20630	240	SK11
KLMA_20631	1576	SK11
KLMA_20632	220	SK11
KLMA_20633	20	SK11
KLMA_20634	1611	SK11
KLMA_20635	227	SK11
KLMA_20636	685	SK11
KLMA_20637	221	SK11
KLMA_20638	42	SK11
KLMA_20639	44	SK11
KLMA_20640	512	SK11
KLMA_20641	311	SK11
KLMA_20642	117	SK11
KLMA_20643	953	SK11
KLMA_20644	814	SK11
KLMA_20645	540	SK11
KLMA_20646	228	SK11
KLMA_20647	508	SK11
KLMA_20648	1108	SK11
KLMA_20649	629	SK11
KLMA_20650	6611	SK11
KLMA_20651	2250	SK11
KLMA_20652	1379	SK11
KLMA_20653	2433	SK11
KLMA_20654	140	SK11
KLMA_20655	257	SK11
KLMA_20656	3815	SK11
KLMA_20657	3941	SK11
KLMA_20658	119	SK11
KLMA_20659	130	SK11
KLMA_20660	410	SK11
KLMA_20661	3967	SK11
KLMA_20662	218	SK11
KLMA_20663	535	SK11
KLMA_20664	120	SK11
KLMA_20665	383	SK11
KLMA_20666	1702	SK11
KLMA_20667	26472	SK11
KLMA_20668	646	SK11
KLMA_20669	247	SK11
KLMA_20670	866	SK11
KLMA_20671	1510	SK11
KLMA_20672	275	SK11
KLMA_20673	78	SK11
KLMA_20674	246	SK11
KLMA_20675	257	SK11
KLMA_20676	435	SK11
KLMA_20677	249	SK11
KLMA_20678	175	SK11
KLMA_20679	1081	SK11
KLMA_20680	348	SK11
KLMA_20681	703	SK11
KLMA_20682	496	SK11
KLMA_20683	168	SK11
KLMA_20684	134	SK11
KLMA_20685	255	SK11
KLMA_20686	131	SK11
KLMA_20687	216	SK11
KLMA_20688	199	SK11
KLMA_20689	842	SK11
KLMA_20690	2108	SK11
KLMA_20691	91314	SK11
KLMA_20692	96	SK11
KLMA_20693	1686	SK11
KLMA_20694	204	SK11
KLMA_20695	299	SK11
KLMA_20696	59	SK11
KLMA_20697	58	SK11
KLMA_20698	570	SK11
KLMA_20699	1798	SK11
KLMA_20700	1471	SK11
KLMA_20701	990	SK11
KLMA_20702	369	SK11
KLMA_20703	663	SK11
KLMA_20704	133	SK11
KLMA_20705	50	SK11
KLMA_20706	2339	SK11
KLMA_20707	986	SK11
KLMA_20708	1645	SK11
KLMA_20709	1643	SK11
KLMA_20710	2907	SK11
KLMA_20711	523	SK11
KLMA_20712	1106	SK11
KLMA_20713	2735	SK11
KLMA_20714	806	SK11
KLMA_20715	128	SK11
KLMA_20716	2230	SK11
KLMA_20717	3280	SK11
KLMA_20720	175	SK11
KLMA_20721	213	SK11
KLMA_20722	1902	SK11
KLMA_20723	89	SK11
KLMA_20724	418	SK11
KLMA_20725	738	SK11
KLMA_20726	1293	SK11
KLMA_20727	6398	SK11
KLMA_20728	5366	SK11
KLMA_20729	6631	SK11
KLMA_20730	118	SK11
KLMA_20731	268	SK11
KLMA_20732	81	SK11
KLMA_20733	81	SK11
KLMA_20734	2068	SK11
KLMA_20735	200	SK11
KLMA_20736	977	SK11
KLMA_20737	873	SK11
KLMA_20738	116	SK11
KLMA_20739	183	SK11
KLMA_20740	741	SK11
KLMA_20741	657	SK11
KLMA_20742	22190	SK11
KLMA_20744	233	SK11
KLMA_20745	1261	SK11
KLMA_20746	504	SK11
KLMA_20747	201	SK11
KLMA_20749	10641	SK11
KLMA_20750	498	SK11
KLMA_20751	1240	SK11
KLMA_20752	588	SK11
KLMA_20753	249	SK11
KLMA_20754	1470	SK11
KLMA_20755	1047	SK11
KLMA_20756	1820	SK11
KLMA_20757	828	SK11
KLMA_20758	1504	SK11
KLMA_20759	377	SK11
KLMA_20760	895	SK11
KLMA_20761	296	SK11
KLMA_20762	13680	SK11
KLMA_20764	1890	SK11
KLMA_20765	2322	SK11
KLMA_20766	359	SK11
KLMA_20767	64	SK11
KLMA_20768	982	SK11
KLMA_20769	190	SK11
KLMA_20770	5352	SK11
KLMA_20771	322	SK11
KLMA_20772	281	SK11
KLMA_20773	2158	SK11
KLMA_20774	830	SK11
KLMA_20775	1031	SK11
KLMA_20776	113	SK11
KLMA_20777	337	SK11
KLMA_20778	4711	SK11
KLMA_20779	313	SK11
KLMA_20780	117	SK11
KLMA_20781	62	SK11
KLMA_20782	789	SK11
KLMA_20783	13739	SK11
KLMA_20784	1031	SK11
KLMA_20785	2979	SK11
KLMA_20786	1806	SK11
KLMA_20787	457	SK11
KLMA_20788	435	SK11
KLMA_20789	268	SK11
KLMA_20790	2127	SK11
KLMA_20791	2233	SK11
KLMA_20792	1065	SK11
KLMA_20793	2570	SK11
KLMA_20794	220	SK11
KLMA_20795	1670	SK11
KLMA_20796	440	SK11
KLMA_20797	242	SK11
KLMA_20798	1040	SK11
KLMA_20799	3875	SK11
KLMA_20800	28129	SK11
