orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YFR015C	GSY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YFR029W	PTR3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YFR030W	MET10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YFR057W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL009C	LEU1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL039W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL045W	RIM8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL051W	MST27	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL101W	YGK1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL116W	CDC20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL175C	SAE2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL202W	ARO8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL241W	KAP114	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGL245W	GUS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR023W	MTL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR054W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR065C	VHT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR146C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR157W	CHO2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR161C	RTS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR161W-C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR187C	HGH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR188C	BUB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR192C	TDH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR193C	PDX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR292W	MAL12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR294W	PAU12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YGR296W	YRF1-3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHL001W	RPL14B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHL008C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR007C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR043C	DOG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR065C	RRP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR075C	PPE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR080C	LAM4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR111W	UBA4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR179W	OYE2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR187W	IKI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YHR202W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL005W	EPS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL056W	VHR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL077C	RCI37	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL089W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL099W	SGA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL101C	XBP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL104C	SHQ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL111W	COX5B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIL123W	SIM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YIR032C	DAL3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL011C	RPC17	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL036W	SNX4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL042W	MHP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL052C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL057C	IKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL068C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL089W	SIP4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL131C	AIM23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL133C-A	DPI8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL158C	CIS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL159W	HSP150	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJL205C	NCE101	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR042W	NUP85	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR062C	NTA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR067C	YAE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR096W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR123W	RPS5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR129C	EFM3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR135C	MCM22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YJR161C	COS5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL013C	ARC19	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL035W	UGP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL037W	AIM26	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL047W	ANR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL050C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL068W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL077W	PSG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL091C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL096W-A	CWP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL121W	DGR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKL224C	PAU16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKR002W	PAP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKR066C	CCP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKR081C	RPF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKR082W	NUP133	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YKR088C	TVP38	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL011W	SOF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL012W	YEH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL014W	EMC6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL019C	KNS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL034C	RIX7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL055W	YCT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL058W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL066C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLL067C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR016C	PML1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR031W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR108C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR142W	PUT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR149C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR152C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR162W-A	RRT15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR168C	UPS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR176C	RFX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR187W	SKG3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR219W	MSC3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR224W	UCC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR233C	EST1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR234W	TOP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR237W	THI7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR238W	FAR10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR248W	RCK2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR258W	GSY2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR259C	HSP60	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR260W	LCB5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR267W	BOP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR312C	ATG39	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR312W-A	MRPL15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR326W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR345W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR377C	FBP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR390W	ECM19	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR394W	CST9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR396C	VPS33	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR401C	DUS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YLR446W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML007C-A	MIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML050W	AIM32	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML078W	CPR3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML100W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML101C	CUE4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YML112W	CTK3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR018W	PEX9	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR026C	PEX12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR056C	AAC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR059W	SEN15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR105W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR161W	HLJ1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR184W	ADD37	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR262W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR279C	ATR2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YMR305C	SCW10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL004W	HRB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL044W	YIP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL052W	COX5A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL058C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL096C	RPS7B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL098C	RAS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL110C	NOP15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL122C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL131W	TOM22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL138W-A	YSF3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL146W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL177C	MRPL22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL188W	KAR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL193W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL194C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL221C	POP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL231C	PDR16	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL234W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL252C	MRPL17	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL254C	RTC4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL289W	PCL1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL298W	CLA4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL311C	SKP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNL330C	RPD3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNR013C	PHO91	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNR014W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNR015W	SMM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNR034W-A	EGO4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YNR076W	PAU6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL007C	CSI2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL021C	DIS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL043C	NTG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL091W	SPO21	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL097C	WRS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL114C	PTH4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL161C	PAU20	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOL164W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR021C	SFM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR068C	VAM10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR086C	TCB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR101W	RAS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR120W	GCY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR136W	IDH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR161C	PNS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR209C	NPT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR215C	AIM41	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR256C	TRE2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR269W	PAC1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR273C	TPO4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR287C	RRP36	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR299W	BUD7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR324C	FRT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR330C	MIP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR367W	SCP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR374W	ALD4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YOR391C	HSP33	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL015C	HST2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL023C	MET12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL026C	SKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL032C	SVL3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YMR037C	MSN2	C2H2 ZF	1	high-throughput	YPL038W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
