orf	gene	DBD	Shown.DNA.binding	annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR011C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR027C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR043W	RPL43A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR063C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR082C	DIB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR100W	MRPL51	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR106W	ISR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR128C	ANT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR159W	KRE6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR176C	BET2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR178W	PRP4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YDR463W	STP1	C2H2 ZF	1	high-throughput	YPR196W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL009W	SPO7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL013W	DEP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL014C	SYN8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL019W	FUN30	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL021C	CCR4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL026C	DRS2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL029C	MYO4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL034C	FUN19	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL042W	ERV46	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL043C	PTA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL064C-A	TDA8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL064W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL064W-B	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAL065C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR014C	BUD14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR015W	ADE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR023C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR068W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR071W	PHO11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YAR075W	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL005W	PDR3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL006C	LDB7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL015W	ACH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL018C	POP8	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL021C	HAP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL022C	PIM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL027W	RPL19B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL028C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL041W	PRE7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL042C	FUI1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL045C	COR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL046W	PSY4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL047C	EDE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL051C	PIN4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL054W	TOD6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL055C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL057C	PTH2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL059C-A	CMC2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL068W	PRS4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL071C-B	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL071W-A	KTI11	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL075C	SSA3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL076C	ILS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL079W	NUP170	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL093C	ROX3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL095W	MRX3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBL107C	MIX23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR004C	GPI18	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR009C	HHF1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR010W	HHT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR012W-B	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR014C	GRX7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR018C	GAL7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR019C	GAL10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR023C	CHS3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR029C	CDS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR034C	HMT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR036C	CSG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR039W	ATP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR048W	RPS11B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR050C	REG2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR057C	MUM2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR061C	TRM7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR072C-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR072W	HSP26	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR084C-A	RPL19A	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR092C	PHO3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR101C	FES1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR105C	VID24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR106W	SND3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR111W-A	SUS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR118W	TEF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR126C	TPS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR129C	OPY1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR133C	HSL7	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR135W	CKS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR140C	IRA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR161W	CSH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR173C	UMP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR175W	SWD3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR179C	FZO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR181C	RPS6B	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR187W	GDT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR205W	KTR3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR208C	DUR1,2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR210W	ERV15	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR214W	SDS24	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR221C	PDB1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR221W-A	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR227C	MCX1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR230C	OM14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR240C	THI2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR256C	RIB5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR258C	SHG1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR262C	MIC12	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR263W	SHM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR288C	APM3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YBR289W	SNF5	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL024W	KCC4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL027W	FUS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL032W	STE50	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL044C	MGR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL057C-A	MIC10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL057W	PRD1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL063W	VAC17	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCL064C	CHA1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR015C	CTO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR021C	HSP30	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR024C-B	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR026C	NPP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR028C	FEN2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR028C-A	RIM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR030C	SYP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR032W	BPH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR033W	SNT1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR047C	BUD23	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR048W	ARE1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR057C	PWP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR059C	YIH1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR069W	CPR4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR073C	SSK22	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR079W	PTC6	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR088W	ABP1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR094W	CDC50	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR106W	RDS1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YCR108C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL002C	NHP10	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL005C	MED2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL007W	RPT2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL015C	TSC13	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL018C	ERP3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL029W	ARP2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL038C	NA	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL058W	USO1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL060W	TSR1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL065C	PEX19	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL070W	BDF2	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL076C	RXT3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL078C	MDH3	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL088C	ASM4	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL090C	RAM1	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
YIL101C	XBP1	APSES	1	high-throughput	YDL092W	SRP14	cellular response to heat	NA	chromatin immunoprecipitation-chip evidence
