annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR052C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR258W	GSY2	""	negative	microarray RNA expression level evidence	YKL032C
high-throughput	YLR258W	GSY2	""	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR258W	GSY2	""	""	""	YBR160W
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR259C	HSP60	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YLR259C	HSP60	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YGL071W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR259C	HSP60	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR260W	LCB5	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YLR260W	LCB5	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR260W	LCB5	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR261C	VPS63	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR261C	VPS63	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR261C	VPS63	""	""	microarray RNA expression level evidence	YPR065W
high-throughput	YLR262C	YPT6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR262C	YPT6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR262C	YPT6	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR262C	YPT6	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR262C-A	TMA7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR262C-A	TMA7	""	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YLR262C-A	TMA7	""	""	microarray RNA expression level evidence	YOR344C
high-throughput	YLR263W	RED1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR263W	RED1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER040W
high-throughput	YLR263W	RED1	""	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YLR264C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YLR264C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR207C
high-throughput	YLR264C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR264C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YLR264C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR264W	RPS28B	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR146C
high-throughput	YLR264W	RPS28B	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR264W	RPS28B	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR264W	RPS28B	""	positive	chromatin immunoprecipitation-seq evidence	YLR223C
high-throughput	YLR264W	RPS28B	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR264W	RPS28B	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR265C	NEJ1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR265C	NEJ1	mitotic cell cycle	positive	RNA-seq evidence	YDL042C
high-throughput	YLR265C	NEJ1	mitotic cell cycle	positive	RNA-seq evidence	YDR227W
high-throughput	YLR265C	NEJ1	mitotic cell cycle	positive	RNA-seq evidence	YLR442C
high-throughput	YLR265C	NEJ1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR265C	NEJ1	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR028C
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR230W
high-throughput	YLR266C	PDR8	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YBL103C
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YDR043C
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YFR034C
high-throughput	YLR266C	PDR8	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR266C	PDR8	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR267W	BOP2	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YLR267W	BOP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR267W	BOP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR267W	BOP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YLR267W	BOP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YBL103C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YDR043C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YEL009C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YFR034C
high-throughput	YLR267W	BOP2	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR268W	SEC22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR268W	SEC22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR268W	SEC22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YLR268W	SEC22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR270W	DCS1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR270W	DCS1	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR270W	DCS1	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR271W	CMG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR271W	CMG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR271W	CMG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR271W	CMG1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR271W	CMG1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR272C	YCS4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YKL185W
high-throughput	YLR273C	PIG1	""	""	chromatin immunoprecipitation-chip evidence	YML027W
high-throughput	YLR273C	PIG1	""	""	chromatin immunoprecipitation-chip evidence	YMR043W
high-throughput	YLR273C	PIG1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR273C	PIG1	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR273C	PIG1	""	""	""	YBR160W
high-throughput	YLR274W	MCM5	""	""	chromatin immunoprecipitation-chip evidence	YML027W
high-throughput	YLR274W	MCM5	""	""	chromatin immunoprecipitation-chip evidence	YMR043W
high-throughput	YLR275W	SMD2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR275W	SMD2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR275W	SMD2	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR275W	SMD2	""	""	microarray RNA expression level evidence	YPL248C
high-throughput	YLR276C	DBP9	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR276C	DBP9	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR276C	DBP9	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR277C	YSH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR279W	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR280C	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR281C	RSO55	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR281C	RSO55	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YLR281C	RSO55	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR281C	RSO55	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR281C	RSO55	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR283W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR284C	ECI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR284C	ECI1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR284C	ECI1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR285C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR285C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR104C
high-throughput	YLR285C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR285C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR285C-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR285W	NNT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR285W	NNT1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YKL185W
high-throughput	YLR285W	NNT1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR285W	NNT1	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR286C	CTS1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR286C	CTS1	""	""	chromatin immunoprecipitation-chip evidence	YDR146C
high-throughput	YLR286C	CTS1	""	""	chromatin immunoprecipitation-chip evidence	YLR131C
high-throughput	YLR286C	CTS1	""	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR286C	CTS1	""	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YLR286C	CTS1	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
