annotation.type	regulated.orf	regulated.gene	experimental.condition	regulation.direction	evidence.type	regulator.orf
high-throughput	YLR210W	CLB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR210W	CLB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR210W	CLB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR210W	CLB4	""	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR211C	ATG38	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR212C	TUB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR212C	TUB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR212C	TUB4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR212C	TUB4	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YLR212C	TUB4	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR213C	CRR1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIR018W
high-throughput	YLR213C	CRR1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR213C	CRR1	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YLR213C	CRR1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR214W	FRE1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIR018W
high-throughput	YLR214W	FRE1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YBR182C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YBR240C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YDR207C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YDR392W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YFL021W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YFL031W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YGL013C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YGL025C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YGL035C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YHR178W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YIR018W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YJR060W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YLR131C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YMR070W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YMR164C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YMR280C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YNL199C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YOL051W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YOR028C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YOR032C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YOR363C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YPL133C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YPL177C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YPL248C
high-throughput	YLR214W	FRE1	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL068C
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOL108C
high-throughput	YLR215C	CDC123	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YLR216C	CPR6	cellular response to heat	positive	microarray RNA expression level evidence	YGL073W
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR397C
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR058C
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR216C	CPR6	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR216C	CPR6	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YML007W
high-throughput	YLR216C	CPR6	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR216C	CPR6	""	""	chromatin immunoprecipitation-chip evidence	YGL073W
high-throughput	YLR216C	CPR6	""	""	chromatin immunoprecipitation-chip evidence	YHR084W
high-throughput	YLR216C	CPR6	""	""	microarray RNA expression level evidence	YGL071W
high-throughput	YLR216C	CPR6	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR217W	""	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR218C	COA4	cellular response to boron-containing substance levels	negative	microarray RNA expression level evidence	YEL009C
high-throughput	YLR218C	COA4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR218C	COA4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR218C	COA4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR218C	COA4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR218C	COA4	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR218C	COA4	""	""	microarray RNA expression level evidence	YER169W
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YNL330C
high-throughput	YLR219W	MSC3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR133C
high-throughput	YLR219W	MSC3	""	""	""	YBR160W
high-throughput	YLR220W	CCC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR220W	CCC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR220W	CCC1	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YLR221C	RSA3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR221C	RSA3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR221C	RSA3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR221C	RSA3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR222C	UTP13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR222C	UTP13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR222C	UTP13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR222C	UTP13	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR222C	UTP13	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR222C	UTP13	""	""	chromatin immunoprecipitation-chip evidence	YKL112W
high-throughput	YLR223C	IFH1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR223C	IFH1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR223C	IFH1	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR224W	UCC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR224W	UCC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR224W	UCC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR224W	UCC1	""	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR225C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR225C	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR225C	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR225C	""	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR226W	BUR2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR227C	ADY4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR227C	ADY4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR116W
high-throughput	YLR227C	ADY4	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR227C	ADY4	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YDR392W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YGL181W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YHL027W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YKR099W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YMR021C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YOR344C
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR227W-A	""	""	""	microarray RNA expression level evidence	YPR008W
high-throughput	YLR227W-B	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YGL181W
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YKL112W
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YMR021C
high-throughput	YLR227W-B	""	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR228C	ECM22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YLR228C	ECM22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YLR228C	ECM22	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR228C	ECM22	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR229C	CDC42	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR229C	CDC42	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR231C	BNA5	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR231C	BNA5	mitotic cell cycle	negative	RNA-seq evidence	YDL042C
high-throughput	YLR231C	BNA5	mitotic cell cycle	negative	RNA-seq evidence	YDR227W
high-throughput	YLR231C	BNA5	mitotic cell cycle	negative	RNA-seq evidence	YLR442C
high-throughput	YLR231C	BNA5	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YLR231C	BNA5	""	""	microarray RNA expression level evidence	YLR418C
high-throughput	YLR231C	BNA5	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR231C	BNA5	""	""	microarray RNA expression level evidence	YNR010W
high-throughput	YLR231C	BNA5	""	""	microarray RNA expression level evidence	YPL139C
high-throughput	YLR232W	""	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YLR232W	""	""	""	microarray RNA expression level evidence	YHR041C
high-throughput	YLR232W	""	""	""	microarray RNA expression level evidence	YLR418C
high-throughput	YLR233C	EST1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR233C	EST1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR233C	EST1	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YLR234W	TOP3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR234W	TOP3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR234W	TOP3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR234W	TOP3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR234W	TOP3	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR234W	TOP3	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR234W	TOP3	""	""	microarray RNA expression level evidence	YPL133C
high-throughput	YLR235C	""	cellular response to boron-containing substance levels	positive	microarray RNA expression level evidence	YEL009C
high-throughput	YLR235C	""	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR235C	""	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR236C	""	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR236C	""	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR237W	THI7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR237W	THI7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR237W	THI7	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR237W	THI7	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR237W	THI7	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR237W	THI7	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR237W	THI7	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR237W	THI7	""	""	microarray RNA expression level evidence	YMR016C
high-throughput	YLR238W	FAR10	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR239C	LIP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR239C	LIP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR240W	VPS34	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR241W	CSC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR241W	CSC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR241W	CSC1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR241W	CSC1	""	""	chromatin immunoprecipitation-chip evidence	YDR253C
high-throughput	YLR241W	CSC1	""	""	chromatin immunoprecipitation-chip evidence	YNL103W
high-throughput	YLR242C	ARV1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR242C	ARV1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR242C	ARV1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR242C	ARV1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR242C	ARV1	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR243W	GPN3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YKL185W
high-throughput	YLR243W	GPN3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR243W	GPN3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR244C	MAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR244C	MAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR244C	MAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR244C	MAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR244C	MAP1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR244C	MAP1	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR244C	MAP1	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR244C	MAP1	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR245C	CDD1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR245C	CDD1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR246W	ERF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR246W	ERF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR246W	ERF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR058C
high-throughput	YLR246W	ERF2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR246W	ERF2	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR081C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL170W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YJR127C
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR174W
high-throughput	YLR247C	IRC20	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR247C	IRC20	cellular response to iron ion	positive	microarray RNA expression level evidence	YIR018W
high-throughput	YLR247C	IRC20	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR248W	RCK2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YCR084C
high-throughput	YLR248W	RCK2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR176C
high-throughput	YLR248W	RCK2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
high-throughput	YLR248W	RCK2	""	""	""	YBR160W
high-throughput	YLR249W	YEF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR249W	YEF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR249W	YEF3	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR463W
high-throughput	YLR249W	YEF3	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR249W	YEF3	""	positive	chromatin immunoprecipitation-seq evidence	YLR223C
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YOL004W
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR249W	YEF3	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR251W	SYM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR279W
high-throughput	YLR251W	SYM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YOR110W
high-throughput	YLR251W	SYM1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR251W	SYM1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR252W	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR252W	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR252W	""	""	""	microarray RNA expression level evidence	YOR229W
high-throughput	YLR253W	MCP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR049C
high-throughput	YLR253W	MCP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR253W	MCP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR253W	MCP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR253W	MCP2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR253W	MCP2	""	""	microarray RNA expression level evidence	YKL032C
high-throughput	YLR254C	NDL1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR071C
high-throughput	YLR255C	""	""	""	chromatin immunoprecipitation-chip evidence	YNL216W
high-throughput	YLR256W	HAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR259C
high-throughput	YLR256W	HAP1	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR256W	HAP1	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR256W	HAP1	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YLR256W	HAP1	""	""	microarray RNA expression level evidence	YLR451W
high-throughput	YLR256W	HAP1	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR256W-A	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YLR098C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YBR083W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YDR392W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YGL073W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YHL027W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YIL036W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YJL127C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YKR099W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YNL236W
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YOL148C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YOR344C
high-throughput	YLR256W-A	""	""	""	microarray RNA expression level evidence	YPL254W
high-throughput	YLR257W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR257W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YGR252W
high-throughput	YLR257W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR052C
high-throughput	YLR257W	""	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YPR086W
high-throughput	YLR257W	""	cellular response to hydrogen peroxide	""	microarray RNA expression level evidence	YDR423C
high-throughput	YLR257W	""	cellular response to stress	""	microarray RNA expression level evidence	YLR403W
high-throughput	YLR257W	""	""	""	chromatin immunoprecipitation-chip evidence	YHR206W
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YBR049C
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YCR084C
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YDR310C
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YDR463W
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YNL216W
high-throughput	YLR257W	""	""	""	microarray RNA expression level evidence	YPL075W
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YBR112C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YCR084C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDL005C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YDR392W
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YER159C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YHR206W
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL101C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YIL131C
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YML007W
high-throughput	YLR258W	GSY2	cellular response to heat	""	chromatin immunoprecipitation-chip evidence	YMR037C
